portfolio,pname,order,slug,title,state,year,place,location,field-notes,print-type,edition,edition-type,image,thumb,image-home,image-biz,width,height,homepage
zion-national-park-watercourse-way,Zion National Park,2,along-the-river-zion-national-park,Along the River,Utah,2006,Zion National Park,Virgin River,"Along the River is an important moment in my ongoing photographic development. Walking the main canyon road in the heart of Zion National Park, I'd rounded a bend alongside the Virgin River and entered a section that had just slipped into afternoon shadow. Beyond the river and the road, the towering red canyon walls were bathed in direct sunlight which diffused the shadowed section in an enchanting red glow.
 
Transfixed by this magic light, I halted in my steps. Looking around, my eyes fell on the glowing trunks and dangling dead branches of two closely quartered riverside trees. The recognition of a compositional possibility wholly new to me was instant and emotionally staggering. Nothing before had spoken to me in quite the same way. My immediate reaction was to drop everything and photograph in place. But my training and experience reminded me careful consideration of this new inspiration was warranted.
 
Placing my gear to the side, I used my hands as a viewing card and explored the scene working hard to find balanced placement of foreground, branches and river that conveyed the elegant power of the scene. Settled, I retrieved my gear, started to set up and realized the enchanting red glow had dissipated. Confounded, I sat down disappointed, but soon realized the image could be made on a subsequent day as long as the weather was clear. I noted the time with a reminder to arrive reasonably earlier to effectively set up and be able to capture the image at the optimum moment of reflected light.
 
It took two days for the weather to return to sunny skies. I arrived at the scene a good 45 minutes early, mounted my camera into position consistent with the compositional notes I'd made. Shadows encroached and the enchanting red glow returned illuminating the tree trunks and branches, even influencing the blue reflected light in the river. The desired shutter speed balanced nicely with a reasonably sharp aperture. Depressing the cable release was an exceptionally gratifying moment.",Handmade Cibachrome,30,Limited,along-the-river-zion-national-park.jpg,along-the-river-zion-national-park.jpg,along-the-river-zion-national-park-home.jpg,along-the-river-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-watercourse-way,Zion National Park,7,reflecting-ice-zion-national-park,Reflecting Ice,Utah,2015,Zion National Park,Pine Creek,This is a field note.,Pigment Ink,25,Limited,reflecting-ice-zion-national-park.jpg,reflecting-ice-zion-national-park.jpg,reflecting-ice-zion-national-park-home.jpg,reflecting-ice-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-watercourse-way,Zion National Park,1,reflections-subway-zion-national-park,Reflections,Utah,2018,North Fork,The Subway,This is a field note.,Pigment Ink,20,Limited,reflections-subway-zion-national-park.jpg,reflections-subway-zion-national-park.jpg,reflections-subway-zion-national-park-home.jpg,reflections-subway-zion-national-park-biz.jpg,2400,1800,Y
zion-national-park-watercourse-way,Zion National Park,8,reflections-01-zion-national-park,Reflections #1,Utah,2011,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-01-zion-national-park.jpg,reflections-01-zion-national-park.jpg,reflections-01-zion-national-park-home.jpg,reflections-01-zion-national-park-biz.jpg,2400,1720,N
zion-national-park-watercourse-way,Zion National Park,9,reflections-11-zion-national-park,Reflections #11,Utah,2015,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-11-zion-national-park.jpg,reflections-11-zion-national-park.jpg,reflections-11-zion-national-park-home.jpg,reflections-11-zion-national-park-biz.jpg,2400,1720,N
zion-national-park-watercourse-way,Zion National Park,10,reflections-12-zion-national-park,Reflections #12,Utah,2015,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-12-zion-national-park.jpg,reflections-12-zion-national-park.jpg,reflections-12-zion-national-park-home.jpg,reflections-12-zion-national-park-biz.jpg,2400,1600,N
zion-national-park-watercourse-way,Zion National Park,3,reflections-14-zion-national-park,Reflections #14,Utah,2012,Zion National Park,Virgin River,This is a field note.,Handmade Cibachrome,30,Limited,reflections-14-zion-national-park.jpg,reflections-14-zion-national-park.jpg,reflections-14-zion-national-park-home.jpg,reflections-14-zion-national-park-biz.jpg,2400,1920,N
zion-national-park-watercourse-way,Zion National Park,16,reflections-24-zion-national-park,Reflections #24,Utah,2013,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-24-zion-national-park.jpg,reflections-24-zion-national-park.jpg,reflections-24-zion-national-park-home.jpg,reflections-24-zion-national-park-biz.jpg,1280,1600,N
zion-national-park-watercourse-way,Zion National Park,4,reflections-03-zion-national-park,Reflections #3,Utah,2012,Zion National Park,Virgin River,This is a field note.,Handmade Cibachrome,30,Limited,reflections-03-zion-national-park.jpg,reflections-03-zion-national-park.jpg,reflections-03-zion-national-park-home.jpg,reflections-03-zion-national-park-biz.jpg,2400,1448,N
zion-national-park-watercourse-way,Zion National Park,11,reflections-04-zion-national-park,Reflections #4,Utah,2015,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-04-zion-national-park.jpg,reflections-04-zion-national-park.jpg,reflections-04-zion-national-park-home.jpg,reflections-04-zion-national-park-biz.jpg,2400,1720,N
zion-national-park-watercourse-way,Zion National Park,12,reflections-05-zion-national-park,Reflections #5,Utah,2011,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-05-zion-national-park.jpg,reflections-05-zion-national-park.jpg,reflections-05-zion-national-park-home.jpg,reflections-05-zion-national-park-biz.jpg,2400,1820,N
zion-national-park-watercourse-way,Zion National Park,13,reflections-06-zion-national-park,Reflections #6,Utah,2013,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-06-zion-national-park.jpg,reflections-06-zion-national-park.jpg,reflections-06-zion-national-park-home.jpg,reflections-06-zion-national-park-biz.jpg,2400,1720,N
zion-national-park-watercourse-way,Zion National Park,14,reflections-07-zion-national-park,Reflections #7,Utah,2011,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-07-zion-national-park.jpg,reflections-07-zion-national-park.jpg,reflections-07-zion-national-park-home.jpg,reflections-07-zion-national-park-biz.jpg,2400,1720,N
zion-national-park-watercourse-way,Zion National Park,15,reflections-08-zion-national-park,Reflections #8,Utah,2013,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,reflections-08-zion-national-park.jpg,reflections-08-zion-national-park.jpg,reflections-08-zion-national-park-home.jpg,reflections-08-zion-national-park-biz.jpg,2400,1720,N
zion-national-park-watercourse-way,Zion National Park,5,velvet-reflections-zion-national-park,Velvet Reflections,Utah,2006,Zion National Park,Virgin River,"Velvet Reflections took nearly a decade to realize. On my first-ever photographic workshop back in 1997, I'd made the image Liquid Light along a unique section of the Virgin River which is relatively steep and reflects exceptional mid-morning light bouncing off deeply hued embankments on the west side of the river. While I still love the original image, as my photographic aesthetics evolved, my desire was to find a more subtle yet powerful representation of the unique characteristics of that section of river.
 
Subsequent trips to Zion would always include at least one morning session along the river. Through snow melts, flash floods and constant erosion, the river's characteristics subtly changed year over year. Many photographs were made. Many were discarded. And while some images felt successful, none quite conveyed the intimate familiarity and understanding that compelled me back time and time again to commune with this old friend.
 
In 2006, all the elements seemed to finally come together. Rambling along the river once again, I came upon a bend where the water flowed in front of a high steep eroded embankment, the earth richly painted in purples and maroons. As the morning sunlight inched down the embankment the river lit up in enchanting pink hues mixed with reflected blue sky. Color alone however was not enough. I had made many photographs where color excelled but the composition was sorely lacking. This time around, the rocks provided a strong cascade line with good anchor points and I realized the image I'd been seeking was there before me.
 
The moment, however, was short lived as the encroaching sunlight quickly overtook the entire area. I calculated I had a 2-3 minute window where the light was optimal for the photograph. Returning an hour earlier the next day, the conditions were still good and I carefully constructed my composition, placing the camera and waiting for the light to reach its optimal position.
 
Just as I was making my exposures, I felt a keen sense of being watched and looked up. A photographer was staring at me from a few yards off and then plowed his way through the bushes in my direction. ""Did you get the shot?"" he asked swinging his camera around in every direction and firing off his shutter almost as quick. I pulled the film I'd just exposed and simply said ""I think so."" The man looked at the LCD of his digital camera, turned it so I could see, and said ""I always know if I got the shot"" and off he bounded downstream continuing to snap away.
 
Somehow, the moment could not have been more poignant.",Handmade Cibachrome,30,Limited,velvet-reflections-zion-national-park.jpg,velvet-reflections-zion-national-park.jpg,velvet-reflections-zion-national-park-home.jpg,velvet-reflections-zion-national-park-biz.jpg,2400,1920,Y
